===== ranking_results/ranking_results (7).txt =====
md file name: /content/validation/MAR-17-352-01 HatMan - Safety System Targeted Malware (Update B).md

md file name: /content/validation/KillDisk Variant Hits Latin American Finance Industry _ Trend Micro (US).md

md file name: /content/validation/Malware Shuts Down German Nuclear Power Plant on Chernobyl's 30th Anniversary.md

md file name: /content/validation/joint-advisory-shows-new-sandworm-malware-cyclops-blink-replaces-vpnfilter.md

md file name: /content/validation/KillDisk Variant Hits Latin American Financial Groups _ Trend Micro (US).md

md file name: /content/validation/Win32_Industroyer.md

===== ranking_results/ranking_results (8).txt =====
md file name: /content/validation/MAR-17-352-01 HatMan - Safety System Targeted Malware (Update B).md

md file name: /content/validation/KillDisk Variant Hits Latin American Financial Groups _ Trend Micro (US).md

md file name: /content/validation/joint-advisory-shows-new-sandworm-malware-cyclops-blink-replaces-vpnfilter.md

md file name: /content/validation/Win32_Industroyer.md

md file name: /content/validation/KillDisk Variant Hits Latin American Finance Industry _ Trend Micro (US).md

md file name: /content/validation/Malware Shuts Down German Nuclear Power Plant on Chernobyl's 30th Anniversary.md

===== ranking_results/ranking_results _first.txt =====
md file name: /content/validation/2010-071400-3123-99.md

| 1 | `Symdiag tool` → `Mentioned` | CORRECT | It's a generic tool name that cannot be used directly for automated detection. |
| 152 | ZwCreateSection() → Mentioned | CORRECT | This common API function is only conceptually referenced and unsuitable for direct matching. |
| 153 | ZwMapViewOfSection() → Mentioned | CORRECT | Its status as a standard API in code injection contexts justifies a “Mentioned” rank. |
| 154 | LoadLibrary() → Mentioned | CORRECT | The generic API call does not provide a unique, concrete indicator for detection. |
| 155 | LoadLibraryEx() → Mentioned | CORRECT | Its common usage makes it only a conceptual reference rather than an actionable string. |
| 156 | VirtualAllocEx() → Mentioned | CORRECT | As a widely used API for memory allocation in injection scenarios, it is appropriately mentioned. |
| 157 | WriteProcessMemory() → Mentioned | CORRECT | Its ubiquitous presence in Windows API use renders it non‑unique and thus only mentioned. |
| 158 | shell32.dll → Described | CORRECT | As a standard Windows DLL encountered broadly, it is best kept at the descriptive level. |
| 159 | VadS → Mentioned | CORRECT | The VAD tag is a contextual marker and not a unique, actionable indicator. |
| 160 | ccalc32.sys → Actionable | CORRECT | The uncommon driver name is specific enough to be used directly in detection. |
| 161 | | 0<br>fltmgr.sys … (injection table output) → Actionable | INCORRECT — should be "Described" because the multi‑line Procmon table is a context‐rich log artifact that varies between events and isn’t a stable, unique indicator for automated matching. | The table’s detailed formatting and multiple entries make it unsuitable as a direct detection signature. |
| 162 | | Process: winlogon.exe Pid: 676 … (memory dump output) → Actionable | INCORRECT — should be "Described" because the lengthy memory dump excerpt is a volatile, context‑dependent block rather than a concrete, matchable identifier. | Its dynamic hex and address values render it non‑actionable for direct automated detection. |
| 163 | | Address … (vmmap output table) → Actionable | INCORRECT — should be "Described" because the vmmap table output is a contextual log artifact with variable formatting, which is not directly suitable for automated detection. | The detailed, multi‐line depiction is illustrative and not a precise, static signature for rule‑based matching. |

| 164 | `GMER rootkit revealer` → `Described` | CORRECT | The tool name is descriptive and not a unique string for automated detection. |
| 165 | `explorer.exe` → `Described` | CORRECT | As a common Windows executable name, it is too ambiguous for precise matching. |
| 166 | `SHGetSpecialFolderPathW()` → `Mentioned` | CORRECT | The API function call is referenced conceptually rather than serving as a unique identifier. |
| 167 | `shell32.dll` → `Described` | CORRECT | This common system DLL is ambiguous and thus appropriately classified as "Described." |
| 168 | `GMER 1.0.15.15641` → `Actionable` | CORRECT | The full version string is unique and can be directly matched in detection rules. |
| 169 | `ZwClose [0xF60028C6]` → `Actionable` | CORRECT | The complete API hook indicator with offset is specific and directly matchable. |
| 170 | `ZwCreateKey [0xF60026BC]` → `Actionable` | CORRECT | Its full hook string with a unique offset makes it suitable for automated detection. |
| 171 | `ZwDeleteKey [0xF6002564]` → `Actionable` | CORRECT | The string is complete and unique, enabling straightforward matching. |
| 172 | `ZwDeleteValueKey [0xF60025AA` → `Actionable` | CORRECT | Even with a potential truncation, the observed string is specific enough for detection. |
| 173 | `ZwEnumerateKey [0xF60024AA]` → `Actionable` | CORRECT | The indicator is complete and unique, fitting the actionable criteria. |
| 174 | `ZwEnumerateValueKey [0xF6002406]` → `Actionable` | CORRECT | It presents a full, unambiguous hook string that can be directly used in detection. |
| 175 | `ZwFlushKey [0xF60024FE]` → `Actionable` | CORRECT | The complete and unique hook indicator makes it actionable. |
| 176 | `ZwLoadKey [0xF6002A2A]` → `Actionable` | CORRECT | This full API hook string is specific and readily matchable. |
| 177 | `ZwOpenKey [0xF6002888]` → `Actionable` | CORRECT | The artifact is precise and can be directly keyed on by detection systems. |
| 178 | `ZwQueryKey [0xF60020F6]` → `Actionable` | CORRECT | Its unique API hook indicator is complete and actionable. |
| 179 | `ZwQueryValueKey [0xF600221E]` → `Actionable` | CORRECT | The full and specific hook string qualifies as a detection indicator. |
| 180 | `ZwSetValueKey [0xF6002342]` → `Actionable` | CORRECT | The observable is a complete, unique string fit for automated matching. |
| 181 | `ZwUnloadKey [0xF6002B7A]` → `Actionable` | CORRECT | This full API hook string is unambiguous and suitable for direct detection. |
| 182 | `{??\C:\WINDOWS\system32\Drivers\PROCMON20.SYS` → `Actionable` | CORRECT | Despite its unconventional prefix, the complete file path is directly matchable. |
| 183 | `\??\C:\WINDOWS\system32\Drivers\PROCMON20.SYS` → `Actionable` | CORRECT | The file path is complete and can be used directly in detection rules. |
| 184 | `\??\C:\WINDOWS\\system32\Drivers\PROCMON20.SYS` → `Actionable` | CORRECT | Extra backslashes do not impede its status as a complete, actionable file path. |
| 185 | `??\C:\WINDOWS\system32\Drivers\PROCMON20.SYS` → `Actionable` | CORRECT | Even with a missing initial backslash, the string remains specific and matchable. |
| 186 | `C:\WINDOWS\system32\Drivers\PROCMON20.SYS` → `Actionable` | CORRECT | This complete file path is unambiguous and fully actionable. |
| 187 | `C:\WINDOWS\system32\Drivers\PROCEXP113.SYS` → `Actionable` | CORRECT | The full file path is unique enough for automated detection. |
| 188 | `C:\WINDOWS\system32\Drivers\RKREVEAL150.SYS` → `Actionable` | CORRECT | The complete and specific file path qualifies as an actionable observable. |
| 189 | `C:\WINDOW'S \Explorer.EXE\1616\SHELL32.dll/SHGelSpecialFolderPathW + E0 7CSEF858 7 Byles JMP 0185041C` → `Actionable` | CORRECT | The composite string, combining a file path with hooking details, is unique and directly matchable. |
| 190 | `{FileSystem\Fastfat \Fat` → `Described` | CORRECT | The incomplete filesystem component string is ambiguous and thus appropriately classified as "Described." |
| 191 | `fitmar.sys [Microsoft Filesystem Filter | V System` → `Actionable` | CORRECT | Despite formatting quirks, the string is specific enough to serve as a direct detection indicator. |
| 192 | `C:\Python27\tcl\tk8.5\demos\anilabel.tcl` → `Actionable` | CORRECT | The complete file path is unambiguous and qualifies as an actionable observable. |

| 193 | TH POOL SHD PQOISNG #PID#SYNCMTX → Described | CORRECT | The string includes a variable placeholder (#PID#), making it ambiguous for direct automated matching. |
| 194 | c_program_files_common_files_microsoft shared_msaudio_wpgfilter.dat → Actionable | CORRECT | It is a complete, constant string that can be directly used for detection. |
| 195 | c program files common files microsoft shared msaudio audcache → Actionable | CORRECT | The artifact is a full, unique string suitable for direct matching. |
| 196 | winlogon.exe → Mentioned | CORRECT | As a common system process name, it lacks the uniqueness required for actionable detection. |
| 197 | services.exe → Mentioned | CORRECT | Being a generic system process, it is appropriately classified as mentioned rather than actionable. |
| 198 | explorer.exe → Mentioned | CORRECT | Its generic nature as a standard process makes it unsuitable for direct detection, hence mentioned is correct. |
| 199 | _KMUTANT → Mentioned | CORRECT | This generic kernel structure name is not unique enough for automated detection and is thus correctly mentioned. |
| 200 | (Disassembly Table) → Described | CORRECT | The formatted table is a contextual artifact that requires additional processing, making “Described” the appropriate rank. |

| 201 | `nteps32` → `Actionable` | Validator output CORRECT | The module’s full name is unique and can be directly matched as an identifier. |
| 202 | `SHR` → `Described` | Validator output CORRECT | As an abbreviated exported function name, it is ambiguous without additional context. |
| 203 | `ABH` → `Described` | Validator output CORRECT | Its short, abbreviated nature makes it non‐unique and thus not directly actionable. |
| 204 | `BHD` → `Described` | Validator output CORRECT | The abbreviated function name lacks sufficient uniqueness for automated detection. |
| 205 | `DLV` → `Described` | Validator output CORRECT | Being a short, abbreviated exported function, it is ambiguous without further context. |
| 206 | `SMLData` → `Described` | Validator output CORRECT | The function name, while more descriptive, remains ambiguous for standalone detection. |
| 207 | `VBinfo` → `Described` | Validator output CORRECT | As an abbreviated exported function, it does not serve as a unique, actionable string. |
| 208 | `OFR` → `Described` | Validator output CORRECT | Its brevity makes it ambiguous, requiring additional context before it can trigger a detection rule. |
| 209 | `PF` → `Described` | Validator output CORRECT | The two‐character name is too generic to be used as an actionable indicator on its own. |
| 210 | `PGHDict` → `Described` | Validator output CORRECT | Despite being part of the exported functions, it is still ambiguous and not unique enough. |
| 211 | `CreatePGHDict` → `Described` | Validator output CORRECT | Although more descriptive, as a function name it remains ambiguous without broader context. |
| 212 | `EnableSHR` → `Described` | Validator output CORRECT | It is an exported function name that, on its own, does not provide a unique actionable indicator. |
| 213 | `~DEB93D` → `Described` | Validator output CORRECT | The file identifier is incomplete/ambiguous and would require additional context for direct detection. |

| 214 | MS10-061 → Actionable | CORRECT | Exploit IDs are unique and can be matched directly for detection. |
| 215 | MS10-046 → Actionable | CORRECT | The complete exploit identifier can be used with low false‑positives in detection rules. |
| 216 | sKyWlper → Actionable | INCORRECT — should be "Described" because malware family names are conceptual labels that require additional context rather than serving as unique, directly matchable indicators. | Malware family names are ambiguous and not inherently unique for direct automated detection. |
| 217 | outpost.exe → Actionable | CORRECT | Process names like this can be exactly matched in endpoint detection systems. |
| 218 | aupdrun.exe → Actionable | CORRECT | The full process name is specific and suitable for direct matching in detection. |
| 219 | op mon.exe → Actionable | CORRECT | Despite the space, it is a complete process name that can be directly matched. |
| 220 | avp.exe → Actionable | CORRECT | The executable name is precise and can be reliably used in detection rules. |
| 221 | %SYSTEMROOT%\system32\rundl132.exe → Actionable | CORRECT | The file path is complete (with an environment variable) and uniquely matchable. |
